English (en)	Dutch (nl) Annaïs	PoS-tag (Penn Treebank)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
upheaval	omwenteling	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
uphill	bergopwaarts	JJ (Adjective)	1	1	0	1	0	1	0	0	0	0
upholstery	stoffering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
upland	hoogland	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
uplands	hooglanden	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
uplift	verheffen	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	1
upper	bovenste	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
upright	rechtop	RB (Adverb)	1	0	0	0	0	0	0	0	0	1
uprising	opstand	NN (Noun, singular or mass)	0	1	1	1	0	1	0	0	0	0
uproar	oproer	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
upset	boos	JJ (Adjective)	0	1	1	0	0	0	0	1	0	0
upshot	uitkomst	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
upstairs	boven	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
upstart	parvenu	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
upwards	omhoog	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
uranium	uranium	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
urban	stedelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
urchin	zee-egel	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
urge	drang	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
urgency	urgentie	NN (Noun, singular or mass)	0	0	0	1	0	1	0	0	1	0
urgent	dringend	JJ (Adjective)	0	1	0	1	0	1	0	0	1	0
urinalysis	urineonderzoek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
urn	urn	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	0	0
usage	gebruik	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
usefully	nuttig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
usefulness	bruikbaarheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
useless	nutteloos	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
usher	zaalwachter	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
usual	gebruikelijk	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
usurp	usurperen	VB (Verb, base form)	0	1	1	0	0	0	0	0	0	0
usurped	toegeëigend	VBN (Verb, past participle)	0	1	1	0	0	1	0	0	0	0
usury	woeker	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
utensil	werktuig	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
utilitarian	utilitair	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
utility	nut	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
utilization	benutting	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
utilize	gebruik maken van	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
utmost	uiterst	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
utopian	utopisch	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
utterance	uiting	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
utterly	volkomen	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
vacancy	vacature	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
vacation	vakantie	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	0
vaccination	vaccinatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vaccine	vaccin	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
vacuolar	vacuole	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vacuole	vacuole	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vacuous	nietsdoend	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
vacuum	vacuüm	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vague	vaag	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
vagueness	vaagheid	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
vainly	vergeefs	RB (Adverb)	0	1	0	0	1	0	0	1	0	0
valance	kap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vale	dal	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
valet	kamerdienaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
valiant	dapper	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
validity	geldigheid	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
valley	vallei	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
valor	heldenmoed	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
valuable	waardevol	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
valuation	taxatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
valve	klep	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vamp	bovenleer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vampire	vampier	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
van	bestelwagen	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vane	vleugel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vanguard	voorhoede	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
vanilla	vanille	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vanish	verdwijnen	VB (Verb, base form)	0	0	0	0	0	0	0	0	1	0
vanished	verdwenen	VBN (Verb, past participle)	0	1	0	0	0	1	0	1	1	0
vanity	ijdelheid	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
vanquish	overwinnen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
vapor	damp	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vara	stang	FW (Foreign word)	0	0	0	0	0	0	0	0	0	0
variable	veranderlijk	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
variance	variantie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
variation	variatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
variations	variaties	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
varicella	waterpokken	NN (Noun, singular or mass)	0	1	0	0	1	1	0	1	0	0
varicose	spataderen	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
varied	afwisselend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
variegated	afwisselend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
variety	verscheidenheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vary	variëren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
vascular	vasculair	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vase	vaas	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vast	groot	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vat	vat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vaudeville	variété	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vault	gewelf	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vaulted	gewelfd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vaulting	gewelf	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veal	kalfsvlees	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	0	1
vector	vector	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veer	draaien	VB (Verb, base form)	0	0	0	0	0	1	0	0	1	0
vega	vega	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vegetable	groente	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vegetarian	vegetarisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vegetarianism	vegetarianisme	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vegetation	vegetatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vegetative	vegetatief	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
vehement	heftig	JJ (Adjective)	0	1	1	0	0	1	0	0	0	0
vehicle	voertuig	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veil	sluier	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veiled	gesluierd	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
vein	ader	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veined	geaderd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vellum	velijn	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
velocity	snelheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
velour	velours	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
velvet	fluweel	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
velvety	fluweelachtig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
vena	ader	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vendetta	vendetta	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
vendor	verkoper	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veneer	fineer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
venerable	eerbiedwaardig	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
veneration	verering	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
vengeance	wraak	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
vengeful	wraakgierig	JJ (Adjective)	0	1	1	0	0	1	0	0	0	0
venison	hertevlees	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
venom	venijn	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
venomous	giftig	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
venous	aderlijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vent	luchten	VB (Verb, base form)	0	0	1	0	0	0	0	0	0	0
ventilation	ventilatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ventilator	ventilator	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ventricle	hartkamer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ventricular	ventriculaire	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
venture	onderneming	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
venue	plaats	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veracity	waarheidsgetrouwheid	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
veranda	veranda	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
verbal	verbaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
verbatim	woordelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
verbiage	woordenvloed	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
verbose	breedsprakig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
verbosity	breedsprakigheid	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
verdant	groen	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
verdict	vonnis	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
verge	berm	NN (Noun, singular or mass)	0	1	0	1	0	1	0	0	0	0
verification	verificatie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
verified	geverifieerd	VBN (Verb, past participle)	1	0	0	0	0	0	0	0	0	1
verify	verifiëren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
verily	voorwaar	RB (Adverb)	1	0	0	0	0	0	0	0	0	1
veritable	echt	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
vermin	ongedierte	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
vernacular	landstaal	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vernal	lente-	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
veronica	veronica	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
versatile	veelzijdig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
versatility	veelzijdigheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
verse	vers	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
version	versie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
versus	versus	IN (Preposition or subordinating conjunction)	0	1	1	0	0	0	0	0	0	0
vert	groen	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vertebra	wervel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vertebral	wervel-	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vertex	toppunt	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vertical	verticaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vertically	verticaal	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
vertigo	duizeligheid	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
verve	verve	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
vesicle	blaasje	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vesicular	vesiculaire	JJ (Adjective)	0	0	0	0	1	0	0	0	0	0
vessel	vaartuig	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vest	vest	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vested	gevestigde	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vestibule	vestibule	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vestige	overblijfsel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vet	dierenarts	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veteran	veteraan	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
veterinarian	dierenarts	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
veto	veto	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
viability	levensvatbaarheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
viable	rendabel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
viaduct	viaduct	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vial	fiool	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vibrate	trillen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
vibration	vibratie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vibratory	trillend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vicar	vicaris	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
vicarious	plaatsvervangend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vice	ondeugd	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
vicinity	nabijheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vicious	vicieus	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
victim	slachtoffer	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
victimized	tot slachtoffer gemaakt	VBN (Verb, past participle)	0	1	1	0	1	1	0	1	1	0
victor	Victor	NNP (Proper noun, singular)	1	0	0	0	0	0	1	0	0	0
victoria	Victoria	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
victorious	zegevierend	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
victory	zege	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
videotape	videoband	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vie	wedijveren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
view	uitzicht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vigil	wake	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
vigilance	waakzaamheid	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	1
vigilant	waakzaam	JJ (Adjective)	1	0	0	0	0	1	0	0	0	1
vignette	vignet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vigor	kracht	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
vigorous	krachtig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
viking	viking	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
villa	villa	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
village	dorp	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
villager	dorpeling	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
villain	schurk	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
villainous	schurkachtig	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
vinaigrette	vinaigrette	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vindicate	rechtvaardigen	VB (Verb, base form)	0	0	1	0	0	0	0	0	0	0
vindicated	gerechtvaardigd	VBN (Verb, past participle)	1	0	0	0	0	0	0	0	0	0
vindication	rechtvaardiging	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
vindictive	wraakzuchtig	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
vinegar	azijn	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vineyard	wijngaard	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
viola	altviool	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
violation	schending	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	1	0
violence	geweld	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
violent	gewelddadig	JJ (Adjective)	0	1	1	0	1	1	0	0	1	0
violently	met geweld	RB (Adverb)	0	1	1	0	1	1	0	1	0	0
violet	paars	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
violin	viool	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
violinist	violist	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
viper	adder	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
virgin	Maagd	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
virginity	maagdelijkheid	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	0
virology	virologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
virtual	virtueel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
virtually	virtueel	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
virtue	deugd	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
virtuoso	virtuoos	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
virtuous	deugdzaam	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
virulence	kwaadaardigheid	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
virus	virus	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
visa	Visa	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
visage	gelaat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
viscosity	viscositeit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
viscous	kleverig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vise	bankschroef	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
visibility	zichtbaarheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
visible	zichtbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
visibly	zichtbaar	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
vision	visie	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	0
visionary	visionaire	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
visit	bezoek	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
visitation	visitatie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
visiting	bezoekende	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
visitor	bezoeker	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	0
visor	vizier	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	1	0
vista	uitzicht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
visual	zichtbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
visualize	visualiseren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
vital	vitaal	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
vitality	vitaliteit	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
vitreous	glasachtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vivacious	levendig	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
vivid	levendig	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
vixen	feeks	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
vocabulary	woordenschat	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
vocal	vocaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vocalist	zanger	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vocation	roeping	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vogue	mode	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
voice	stem	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
voiceless	stemloos	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
void	leegte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
volatility	volatiliteit	NN (Noun, singular or mass)	0	1	1	1	0	1	0	0	1	0
volcanic	vulkanisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
volcano	vulkaan	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	1	0
volition	wil	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
volley	salvo	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
voltmeter	voltmeter	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
volume	volume	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
voluminous	omvangrijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
voluntarily	vrijwillig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
voluntary	vrijwillig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
volunteer	vrijwilliger	NN (Noun, singular or mass)	1	0	0	1	0	1	1	0	0	1
volunteering	vrijwilligerswerk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
volunteers	vrijwilligers	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	1
voluptuous	wellustig	JJ (Adjective)	1	0	0	1	0	0	1	0	0	0
vomit	braken	VB (Verb, base form)	0	0	0	0	1	0	0	0	0	0
vomiting	braken	VBG (Verb, gerund or present participle)	0	1	0	0	0	0	0	0	0	0
voodoo	voodoo	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
voracious	vraatzuchtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vortex	draaikolk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vote	stemmen	VB (Verb, base form)	1	1	1	1	0	0	1	1	1	1
voting	stemming	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
votive	votief	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
vouch	instaan voor	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	1
voucher	bon	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
vow	gelofte	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
vowel	klinker	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
voyage	reis	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
voyager	reiziger	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
vulgar	grof	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
vulgarity	vulgariteit	NN (Noun, singular or mass)	0	1	1	0	1	0	0	1	0	0
vulnerability	kwetsbaarheid	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
vulnerable	kwetsbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
vulture	gier	NN (Noun, singular or mass)	0	1	0	0	1	1	0	0	0	0
wad	prop	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wade	waden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
wafer	wafeltje	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
waffle	wafel	NN (Noun, singular or mass)	0	1	1	0	0	0	0	1	0	0
wag	kwispelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
wager	weddenschap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wages	loon	NNS (Noun, plural)	1	0	0	0	0	0	1	0	0	0
wagon	wagon	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wail	weeklacht	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
waist	taille	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
waistcoat	vest	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wait	Wacht	VBP (Verb, non-3rd person singular present)	0	1	0	1	0	0	0	0	0	0
waiter	ober	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
waiting	aan het wachten	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
waive	afzien van	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
wake	wekken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
walk	lopen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
walker	wandelaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wall	muur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wallet	portemonnee	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wallow	wentelen	VB (Verb, base form)	0	1	0	0	1	0	0	1	0	0
walnut	okkernoot	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
waltz	wals	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wan	bleek	JJ (Adjective)	0	1	0	0	0	1	0	1	0	0
wand	toverstaf	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wander	dwalen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
wanderer	zwerver	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
wandering	dwalend	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
wane	afnemen	VB (Verb, base form)	0	1	0	0	0	0	0	1	0	0
waning	tanende	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
wanting	willen	VBG (Verb, gerund or present participle)	0	1	0	0	0	0	0	1	0	0
war	oorlog	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
warbler	zanger	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ward	afdeling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
